Checking_Account_Status,Duration,Credit_History,Purpose,Credit_Amount,Savings_Account,Employment_Duration,Installment_Rate,Personal_Status_Sex,Other_Debtors,Residence_Duration,Property,Age,Other_Installment_Plans,Housing,Existing_Credits,Job,Num_Dependents,Telephone,Foreign_Worker,Target
>=_200_DM,12,Existing_credits_paid,Radio/Television,1881,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,2,Car_or_other,44,NoNe,Rent,1,Unskilled_-_resident,1,Yes,Yes,0
>=_200_DM,6,Existing_credits_paid,Car_(new),709,>=_1000_DM,<_1_year,2,Male:_married/widowed,NoNe,2,Real_estate,27,NoNe,Own,1,Unemployed/Unskilled,1,NoNe,No,0
0-200_DM,36,Existing_credits_paid,Radio/Television,4795,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,1,Unknown/None,30,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,27,Existing_credits_paid,Radio/Television,3416,<_100_DM,1-4_years,3,Male:_single,NoNe,2,Car_or_other,27,NoNe,Own,1,Management/Self-employed,1,NoNe,Yes,0
<_0_DM,18,Existing_credits_paid,Furniture/Equipment,2462,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Car_or_other,22,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,21,Critical_account,Furniture/Equipment,2288,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,4,Building_society_savings,23,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,48,All_credits_paid_at_bank,Business,3566,100-500_DM,4-7_years,4,Male:_single,NoNe,2,Car_or_other,30,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,6,Critical_account,Car_(new),860,<_100_DM,>=_7_years,1,Female:_divorced/separated/married,NoNe,4,Unknown/None,39,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,12,Critical_account,Car_(new),682,100-500_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,3,Car_or_other,51,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,36,Critical_account,Furniture/Equipment,5371,<_100_DM,1-4_years,3,Male:_single,Guarantor,2,Building_society_savings,28,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Critical_account,Radio/Television,1582,>=_1000_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,46,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,6,Existing_credits_paid,Radio/Television,1346,100-500_DM,>=_7_years,2,Male:_single,NoNe,4,Unknown/None,42,Bank,For_free,1,Skilled_employee,2,Yes,Yes,0
No_checking_account,10,Existing_credits_paid,Radio/Television,1924,<_100_DM,1-4_years,1,Male:_single,NoNe,4,Building_society_savings,38,NoNe,Own,1,Skilled_employee,1,Yes,No,0
>=_200_DM,36,Existing_credits_paid,Radio/Television,5848,<_100_DM,1-4_years,4,Male:_single,NoNe,1,Car_or_other,24,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,24,Critical_account,Car_(used),7758,>=_1000_DM,>=_7_years,2,Female:_divorced/separated/married,NoNe,4,Unknown/None,29,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,24,Delay_in_past,Business,6967,100-500_DM,4-7_years,4,Male:_single,NoNe,4,Car_or_other,36,NoNe,Rent,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,12,Existing_credits_paid,Furniture/Equipment,1282,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,4,Car_or_other,20,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,9,Critical_account,Repairs,1288,100-500_DM,>=_7_years,3,Male:_single,Guarantor,4,Real_estate,48,NoNe,Own,2,Skilled_employee,2,NoNe,No,0
<_0_DM,12,All_credits_paid_at_bank,Retraining,339,<_100_DM,>=_7_years,4,Male:_married/widowed,NoNe,1,Car_or_other,45,Bank,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,24,Existing_credits_paid,Car_(new),3512,100-500_DM,4-7_years,2,Male:_single,NoNe,3,Car_or_other,38,Bank,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,6,Critical_account,Radio/Television,1898,Unknown/None,1-4_years,1,Male:_single,NoNe,2,Real_estate,34,NoNe,Own,2,Unskilled_-_resident,2,NoNe,Yes,0
No_checking_account,24,Critical_account,Radio/Television,2872,100-500_DM,>=_7_years,3,Male:_single,NoNe,4,Real_estate,36,NoNe,Own,1,Skilled_employee,2,Yes,Yes,0
No_checking_account,18,Critical_account,Car_(new),1055,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,1,Building_society_savings,30,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,15,Existing_credits_paid,Domestic_appliances,1262,500-1000_DM,4-7_years,4,Male:_single,NoNe,3,Building_society_savings,36,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
0-200_DM,10,Existing_credits_paid,Car_(new),7308,<_100_DM,Unemployed,2,Male:_single,NoNe,4,Unknown/None,70,Bank,For_free,1,Management/Self-employed,1,Yes,Yes,0
No_checking_account,36,Existing_credits_paid,Car_(new),909,500-1000_DM,>=_7_years,4,Male:_single,NoNe,4,Building_society_savings,36,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,6,Existing_credits_paid,Furniture/Equipment,2978,500-1000_DM,1-4_years,1,Male:_single,NoNe,2,Car_or_other,32,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,18,Existing_credits_paid,Furniture/Equipment,1131,<_100_DM,Unemployed,4,Female:_divorced/separated/married,NoNe,2,Car_or_other,33,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,11,Existing_credits_paid,Furniture/Equipment,1577,>=_1000_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,1,Real_estate,20,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Existing_credits_paid,Furniture/Equipment,3972,<_100_DM,4-7_years,2,Female:_divorced/separated/married,NoNe,4,Building_society_savings,25,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,24,Critical_account,Business,1935,<_100_DM,>=_7_years,4,Male:_divorced/separated,NoNe,4,Real_estate,31,NoNe,Own,2,Skilled_employee,1,Yes,Yes,1
<_0_DM,15,No_credits_/__all_paid,Car_(new),950,<_100_DM,>=_7_years,4,Male:_single,NoNe,3,Car_or_other,33,NoNe,Rent,2,Skilled_employee,2,NoNe,Yes,1
No_checking_account,12,Existing_credits_paid,Furniture/Equipment,763,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,1,Real_estate,26,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,24,Delay_in_past,Furniture/Equipment,2064,<_100_DM,Unemployed,3,Female:_divorced/separated/married,NoNe,2,Building_society_savings,34,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,1
0-200_DM,8,Existing_credits_paid,Radio/Television,1414,<_100_DM,1-4_years,4,Male:_single,Guarantor,2,Real_estate,33,NoNe,Own,1,Skilled_employee,1,NoNe,No,0
<_0_DM,21,Delay_in_past,Education,3414,<_100_DM,<_1_year,2,Male:_single,NoNe,1,Building_society_savings,26,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,1
No_checking_account,30,All_credits_paid_at_bank,Car_(used),7485,Unknown/None,Unemployed,4,Female:_divorced/separated/married,NoNe,1,Real_estate,53,Bank,Own,1,Management/Self-employed,1,Yes,Yes,1
<_0_DM,12,Existing_credits_paid,Furniture/Equipment,2577,<_100_DM,1-4_years,2,Male:_divorced/separated,NoNe,1,Car_or_other,42,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,6,Critical_account,Radio/Television,338,500-1000_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,52,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,12,Existing_credits_paid,Radio/Television,1963,<_100_DM,4-7_years,4,Male:_single,NoNe,2,Car_or_other,31,NoNe,Rent,2,Management/Self-employed,2,Yes,Yes,0
<_0_DM,21,Critical_account,Car_(new),571,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Real_estate,65,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,36,Delay_in_past,Business,9572,<_100_DM,<_1_year,1,Male:_divorced/separated,NoNe,1,Car_or_other,28,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,1
0-200_DM,36,Delay_in_past,Business,4455,<_100_DM,1-4_years,2,Male:_divorced/separated,NoNe,2,Real_estate,30,Stores,Own,2,Management/Self-employed,1,Yes,Yes,1
<_0_DM,21,All_credits_paid_at_bank,Car_(new),1647,Unknown/None,1-4_years,4,Male:_single,NoNe,2,Building_society_savings,40,NoNe,Own,2,Unskilled_-_resident,2,NoNe,Yes,1
No_checking_account,24,Critical_account,Furniture/Equipment,3777,>=_1000_DM,1-4_years,4,Male:_single,NoNe,4,Real_estate,50,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,18,Critical_account,Car_(new),884,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,36,Bank,Own,1,Skilled_employee,2,Yes,Yes,1
No_checking_account,15,Critical_account,Radio/Television,1360,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Building_society_savings,31,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,9,All_credits_paid_at_bank,Car_(used),5129,<_100_DM,>=_7_years,2,Female:_divorced/separated/married,NoNe,4,Unknown/None,74,Bank,For_free,1,Management/Self-employed,2,Yes,Yes,1
0-200_DM,16,Critical_account,Car_(new),1175,<_100_DM,Unemployed,2,Male:_single,NoNe,3,Car_or_other,68,NoNe,For_free,3,Unemployed/Unskilled,1,Yes,Yes,0
<_0_DM,12,Existing_credits_paid,Radio/Television,674,100-500_DM,4-7_years,4,Male:_married/widowed,NoNe,1,Building_society_savings,20,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,18,No_credits_/__all_paid,Furniture/Equipment,3244,<_100_DM,1-4_years,1,Female:_divorced/separated/married,NoNe,4,Car_or_other,33,Bank,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,24,Existing_credits_paid,Business,4591,>=_1000_DM,1-4_years,2,Male:_single,NoNe,3,Building_society_savings,54,NoNe,Own,3,Management/Self-employed,1,Yes,Yes,1
0-200_DM,48,No_credits_/__all_paid,Business,3844,100-500_DM,4-7_years,4,Male:_single,NoNe,4,Unknown/None,34,NoNe,For_free,1,Unskilled_-_resident,2,NoNe,Yes,1
0-200_DM,27,Existing_credits_paid,Business,3915,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Car_or_other,36,NoNe,Own,1,Skilled_employee,2,Yes,Yes,1
No_checking_account,6,Existing_credits_paid,Radio/Television,2108,<_100_DM,4-7_years,2,Male:_married/widowed,NoNe,2,Real_estate,29,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,45,Existing_credits_paid,Radio/Television,3031,100-500_DM,1-4_years,4,Male:_single,Guarantor,4,Building_society_savings,21,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,9,Critical_account,Education,1501,<_100_DM,>=_7_years,2,Female:_divorced/separated/married,NoNe,3,Car_or_other,34,NoNe,Own,2,Management/Self-employed,1,Yes,Yes,1
No_checking_account,6,Critical_account,Radio/Television,1382,<_100_DM,1-4_years,1,Female:_divorced/separated/married,NoNe,1,Car_or_other,28,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
0-200_DM,12,Existing_credits_paid,Furniture/Equipment,951,100-500_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,27,Bank,Rent,4,Skilled_employee,1,NoNe,Yes,1
0-200_DM,24,Existing_credits_paid,Car_(used),2760,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,36,Bank,For_free,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,18,Delay_in_past,Furniture/Equipment,4297,<_100_DM,>=_7_years,4,Male:_divorced/separated,NoNe,3,Unknown/None,40,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,9,Critical_account,Education,936,500-1000_DM,>=_7_years,4,Male:_single,NoNe,2,Car_or_other,52,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,12,Existing_credits_paid,Car_(new),1168,<_100_DM,1-4_years,4,Male:_married/widowed,NoNe,3,Real_estate,27,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,27,Delay_in_past,Business,5117,<_100_DM,4-7_years,3,Male:_single,NoNe,4,Car_or_other,26,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
<_0_DM,12,Existing_credits_paid,Retraining,902,<_100_DM,4-7_years,4,Male:_married/widowed,NoNe,4,Building_society_savings,21,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,12,Critical_account,Car_(new),1495,<_100_DM,>=_7_years,4,Male:_single,NoNe,1,Real_estate,38,NoNe,Own,2,Unskilled_-_resident,2,NoNe,Yes,0
<_0_DM,30,Critical_account,Car_(used),10623,<_100_DM,>=_7_years,3,Male:_single,NoNe,4,Unknown/None,38,NoNe,For_free,3,Management/Self-employed,2,Yes,Yes,0
No_checking_account,12,Critical_account,Furniture/Equipment,1935,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Real_estate,43,NoNe,Own,3,Skilled_employee,1,Yes,Yes,0
0-200_DM,12,Critical_account,Domestic_appliances,1424,<_100_DM,4-7_years,4,Male:_single,NoNe,3,Building_society_savings,26,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,24,Existing_credits_paid,Business,6568,<_100_DM,1-4_years,2,Male:_married/widowed,NoNe,2,Car_or_other,21,Stores,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,12,Existing_credits_paid,Car_(used),1413,>=_1000_DM,4-7_years,3,Male:_single,NoNe,2,Building_society_savings,55,NoNe,Own,1,Skilled_employee,1,NoNe,No,0
No_checking_account,9,Critical_account,Radio/Television,3074,Unknown/None,1-4_years,1,Male:_single,NoNe,2,Real_estate,33,NoNe,Own,2,Skilled_employee,2,NoNe,Yes,0
No_checking_account,36,Existing_credits_paid,Radio/Television,3835,Unknown/None,>=_7_years,2,Female:_divorced/separated/married,NoNe,4,Real_estate,45,NoNe,Own,1,Unskilled_-_resident,1,Yes,Yes,0
<_0_DM,27,No_credits_/__all_paid,Business,5293,<_100_DM,Unemployed,2,Male:_single,NoNe,4,Building_society_savings,50,Stores,Own,2,Skilled_employee,1,Yes,Yes,1
>=_200_DM,30,Delay_in_past,Business,1908,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Real_estate,66,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,36,Critical_account,Radio/Television,3342,Unknown/None,>=_7_years,4,Male:_single,NoNe,2,Car_or_other,51,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,6,Critical_account,Retraining,932,Unknown/None,4-7_years,1,Female:_divorced/separated/married,NoNe,3,Building_society_savings,39,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,18,No_credits_/__all_paid,Business,3104,<_100_DM,4-7_years,3,Male:_single,NoNe,1,Building_society_savings,31,Bank,Own,1,Skilled_employee,1,Yes,Yes,0
>=_200_DM,36,Existing_credits_paid,Radio/Television,3913,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Real_estate,23,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,24,Existing_credits_paid,Furniture/Equipment,3021,<_100_DM,1-4_years,2,Male:_divorced/separated,NoNe,2,Real_estate,24,NoNe,Rent,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,10,Existing_credits_paid,Car_(new),1364,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,4,Car_or_other,64,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,12,Existing_credits_paid,Radio/Television,625,<_100_DM,<_1_year,4,Male:_married/widowed,Guarantor,1,Real_estate,26,Bank,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,12,Existing_credits_paid,Education,1200,Unknown/None,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Building_society_savings,23,Bank,Rent,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,12,Existing_credits_paid,Radio/Television,707,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Real_estate,30,Bank,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Delay_in_past,Business,2978,Unknown/None,1-4_years,4,Male:_single,NoNe,4,Real_estate,32,NoNe,Own,2,Skilled_employee,2,Yes,Yes,0
No_checking_account,15,Existing_credits_paid,Car_(used),4657,<_100_DM,1-4_years,3,Male:_single,NoNe,2,Car_or_other,30,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,36,No_credits_/__all_paid,Repairs,2613,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Car_or_other,27,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,48,Existing_credits_paid,Radio/Television,10961,>=_1000_DM,4-7_years,1,Male:_single,Co-applicant,2,Unknown/None,27,Bank,Own,2,Skilled_employee,1,Yes,Yes,1
<_0_DM,12,Existing_credits_paid,Furniture/Equipment,7865,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,53,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,9,Existing_credits_paid,Radio/Television,1478,<_100_DM,4-7_years,4,Male:_single,NoNe,2,Car_or_other,22,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,24,Existing_credits_paid,Furniture/Equipment,3149,<_100_DM,<_1_year,4,Male:_single,NoNe,1,Unknown/None,22,Bank,For_free,1,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,36,Existing_credits_paid,Radio/Television,4210,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Car_or_other,26,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,9,Existing_credits_paid,Car_(new),2507,500-1000_DM,>=_7_years,2,Male:_single,NoNe,4,Unknown/None,51,NoNe,For_free,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,12,Existing_credits_paid,Radio/Television,2141,100-500_DM,4-7_years,3,Male:_single,NoNe,1,Unknown/None,35,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,18,Existing_credits_paid,Radio/Television,866,<_100_DM,1-4_years,4,Male:_married/widowed,Guarantor,2,Real_estate,25,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,4,Critical_account,Radio/Television,1544,<_100_DM,4-7_years,2,Male:_single,NoNe,1,Real_estate,42,NoNe,Own,3,Unskilled_-_resident,2,NoNe,Yes,0
<_0_DM,24,Existing_credits_paid,Radio/Television,1823,<_100_DM,Unemployed,4,Male:_single,NoNe,2,Car_or_other,30,Stores,Own,1,Management/Self-employed,2,NoNe,Yes,1
0-200_DM,6,Existing_credits_paid,Car_(new),14555,Unknown/None,Unemployed,1,Male:_single,NoNe,2,Building_society_savings,23,NoNe,Own,1,Unemployed/Unskilled,1,Yes,Yes,1
0-200_DM,21,Existing_credits_paid,Business,2767,100-500_DM,>=_7_years,4,Male:_divorced/separated,NoNe,2,Car_or_other,61,Bank,Rent,2,Unskilled_-_resident,1,NoNe,Yes,1
No_checking_account,12,Critical_account,Radio/Television,1291,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,2,Building_society_savings,35,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
<_0_DM,30,Existing_credits_paid,Radio/Television,2522,<_100_DM,>=_7_years,1,Male:_single,Guarantor,3,Building_society_savings,39,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,0
<_0_DM,24,Existing_credits_paid,Car_(new),915,Unknown/None,>=_7_years,4,Female:_divorced/separated/married,NoNe,2,Car_or_other,29,Bank,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,6,Existing_credits_paid,Radio/Television,1595,<_100_DM,4-7_years,3,Male:_single,NoNe,2,Building_society_savings,51,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,0
<_0_DM,48,No_credits_/__all_paid,Car_(used),4605,<_100_DM,>=_7_years,3,Male:_single,NoNe,4,Unknown/None,24,NoNe,For_free,2,Skilled_employee,2,NoNe,Yes,1
No_checking_account,12,Critical_account,Business,1185,<_100_DM,1-4_years,3,Female:_divorced/separated/married,NoNe,2,Real_estate,27,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,12,All_credits_paid_at_bank,Retraining,3447,500-1000_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,3,Real_estate,35,NoNe,Own,1,Unskilled_-_resident,2,NoNe,Yes,0
No_checking_account,24,Existing_credits_paid,Business,1258,<_100_DM,4-7_years,4,Male:_single,NoNe,1,Real_estate,25,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,12,Critical_account,Radio/Television,717,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Real_estate,52,NoNe,Own,3,Skilled_employee,1,NoNe,Yes,0
No_checking_account,6,No_credits_/__all_paid,Car_(new),1204,100-500_DM,1-4_years,4,Male:_single,NoNe,1,Unknown/None,35,Bank,Rent,1,Skilled_employee,1,NoNe,No,0
>=_200_DM,24,Existing_credits_paid,Furniture/Equipment,1925,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Real_estate,26,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Existing_credits_paid,Radio/Television,433,<_100_DM,Unemployed,3,Female:_divorced/separated/married,Co-applicant,4,Real_estate,22,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,6,Critical_account,Car_(new),666,>=_1000_DM,4-7_years,3,Female:_divorced/separated/married,NoNe,4,Real_estate,39,NoNe,Own,2,Unskilled_-_resident,1,Yes,Yes,0
>=_200_DM,12,Existing_credits_paid,Furniture/Equipment,2251,<_100_DM,1-4_years,1,Female:_divorced/separated/married,NoNe,2,Car_or_other,46,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,30,Existing_credits_paid,Car_(new),2150,<_100_DM,1-4_years,4,Female:_divorced/separated/married,Guarantor,2,Unknown/None,24,Bank,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,24,Delay_in_past,Furniture/Equipment,4151,100-500_DM,1-4_years,2,Male:_single,NoNe,3,Building_society_savings,35,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,9,Existing_credits_paid,Furniture/Equipment,2030,Unknown/None,4-7_years,2,Male:_single,NoNe,1,Car_or_other,24,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,60,Delay_in_past,Radio/Television,7418,Unknown/None,1-4_years,1,Male:_single,NoNe,1,Real_estate,27,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,24,Critical_account,Radio/Television,2684,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Real_estate,35,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,12,All_credits_paid_at_bank,Radio/Television,2149,<_100_DM,1-4_years,4,Male:_divorced/separated,NoNe,1,Unknown/None,29,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,15,Existing_credits_paid,Car_(used),3812,100-500_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,4,Car_or_other,23,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,11,Critical_account,Radio/Television,1154,100-500_DM,Unemployed,4,Female:_divorced/separated/married,NoNe,4,Real_estate,57,NoNe,Own,3,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,12,Existing_credits_paid,Furniture/Equipment,1657,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Real_estate,27,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,24,Existing_credits_paid,Radio/Television,1603,<_100_DM,>=_7_years,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,55,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,18,Critical_account,Car_(new),5302,<_100_DM,>=_7_years,2,Male:_single,NoNe,4,Unknown/None,36,NoNe,For_free,3,Management/Self-employed,1,Yes,Yes,0
No_checking_account,12,Critical_account,Education,2748,<_100_DM,>=_7_years,2,Female:_divorced/separated/married,NoNe,4,Unknown/None,57,Bank,For_free,3,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,10,Critical_account,Car_(new),1231,<_100_DM,>=_7_years,3,Male:_single,NoNe,4,Real_estate,32,NoNe,Own,2,Unskilled_-_resident,2,NoNe,No,0
0-200_DM,15,Existing_credits_paid,Radio/Television,802,<_100_DM,>=_7_years,4,Male:_single,NoNe,3,Car_or_other,37,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,1
No_checking_account,36,Critical_account,Business,6304,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Real_estate,36,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Existing_credits_paid,Radio/Television,1533,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,3,Car_or_other,38,Stores,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,14,Existing_credits_paid,Car_(new),8978,<_100_DM,>=_7_years,1,Male:_divorced/separated,NoNe,4,Building_society_savings,45,NoNe,Own,1,Management/Self-employed,1,Yes,No,1
No_checking_account,24,Existing_credits_paid,Radio/Television,999,Unknown/None,>=_7_years,4,Male:_single,NoNe,2,Car_or_other,25,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Existing_credits_paid,Car_(new),2662,Unknown/None,4-7_years,4,Male:_single,NoNe,3,Building_society_savings,32,NoNe,Own,1,Skilled_employee,1,NoNe,No,0
No_checking_account,12,Critical_account,Furniture/Equipment,1402,500-1000_DM,4-7_years,3,Female:_divorced/separated/married,NoNe,4,Car_or_other,37,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,48,All_credits_paid_at_bank,Car_(new),12169,Unknown/None,Unemployed,4,Male:_single,Co-applicant,4,Unknown/None,36,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,48,Existing_credits_paid,Radio/Television,3060,<_100_DM,4-7_years,4,Male:_single,NoNe,4,Real_estate,28,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,1
<_0_DM,30,Existing_credits_paid,Repairs,11998,<_100_DM,<_1_year,1,Male:_divorced/separated,NoNe,1,Unknown/None,34,NoNe,Own,1,Unskilled_-_resident,1,Yes,Yes,1
No_checking_account,9,Existing_credits_paid,Radio/Television,2697,<_100_DM,1-4_years,1,Male:_single,NoNe,2,Real_estate,32,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,0
No_checking_account,18,Critical_account,Radio/Television,2404,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,2,Car_or_other,26,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
<_0_DM,12,Existing_credits_paid,Furniture/Equipment,1262,Unknown/None,>=_7_years,2,Male:_divorced/separated,NoNe,4,Building_society_savings,49,NoNe,Own,1,Unskilled_-_resident,1,Yes,Yes,0
No_checking_account,6,Existing_credits_paid,Furniture/Equipment,4611,<_100_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,4,Building_society_savings,32,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
